Customer Id,Order date,Order Id,Product Id,Segment,Ship date,Ship mode,Discount,Postal code,Profit,Quantity,Row Id,Sales
530,2024-12-13,945,862,Home Office,2025-01-07,First Class,0.35,78823,40.64,8,945,4036.41
568,2023-05-21,946,718,Home Office,2024-10-10,Standard Class,0.16,25304,488.51,2,946,3746.99
227,2025-05-08,947,1662,Consumer,2024-10-05,Same Day,0.01,26109,-331.71,2,947,1236.48
637,2023-11-23,948,327,Consumer,2022-11-19,Standard Class,0.45,91936,740.54,9,948,387.06
552,2025-07-11,949,147,Corporate,2023-05-08,Same Day,0.31,57246,1064.24,7,949,3625.01
318,2025-02-26,950,1611,Corporate,2023-08-09,Second Class,0.09,88500,1026.12,3,950,4037.39
410,2025-05-30,951,719,Corporate,2025-04-10,Second Class,0.04,03517,192.12,8,951,4774.89
280,2023-07-31,952,1814,Corporate,2023-05-31,Same Day,0.38,32653,1916.71,7,952,3473.37
729,2023-10-17,953,1483,Consumer,2024-02-05,Standard Class,0.31,92108,-435.14,8,953,739.03
449,2024-10-21,954,345,Home Office,2024-01-31,Standard Class,0.37,26506,1490.46,9,954,639.89
107,2023-07-16,955,492,Corporate,2023-11-28,Second Class,0.12,64684,100.62,3,955,2263.16
667,2023-11-11,956,422,Home Office,2023-10-20,Same Day,0.1,21893,960.53,4,956,1732.05
498,2023-08-03,957,1162,Consumer,2023-12-23,Second Class,0.19,33273,-269.37,6,957,1391.52
714,2024-04-30,958,1374,Home Office,2025-03-20,First Class,0.23,81454,979.45,5,958,768.12
347,2024-02-04,959,1325,Corporate,2022-09-22,Second Class,0.46,62285,1787.86,1,959,1152.27
689,2023-07-31,960,814,Home Office,2023-08-05,Second Class,0.24,68155,449.92,8,960,1661.68
237,2024-10-19,961,1744,Home Office,2024-09-05,First Class,0.27,62413,1477.48,1,961,3989.02
274,2023-07-02,962,1781,Corporate,2023-11-12,Standard Class,0.18,55747,1660.98,7,962,4774.14
250,2024-01-28,963,1597,Home Office,2023-11-29,Standard Class,0.07,75678,-254.42,9,963,3960.41
276,2024-06-12,964,1023,Consumer,2022-08-27,Second Class,0.12,07366,87.65,4,964,4047.62
46,2022-11-03,965,452,Corporate,2024-10-03,Same Day,0.27,40282,359.55,6,965,3421.58
255,2023-05-12,966,917,Home Office,2025-01-13,Same Day,0.26,86476,1758.61,5,966,3649.6
361,2025-02-14,967,878,Consumer,2023-03-29,First Class,0.41,46891,779.62,1,967,2682.23
282,2025-03-30,968,95,Corporate,2022-11-22,Same Day,0.16,83920,1865.74,5,968,4292.42
573,2024-10-11,969,227,Corporate,2023-02-22,First Class,0.46,14368,1408.84,4,969,835.25
167,2023-11-13,970,681,Home Office,2024-11-01,Second Class,0.15,76102,-427.04,7,970,1967.58
477,2025-04-03,971,587,Corporate,2024-07-22,First Class,0.16,60336,1811.35,6,971,1729.54
551,2022-08-31,972,82,Home Office,2023-06-06,First Class,0.44,13645,1479.8,1,972,939.29
70,2023-11-01,973,492,Corporate,2022-11-21,Second Class,0.22,61084,-115.67,5,973,2581.51
92,2024-07-30,974,89,Consumer,2023-06-05,First Class,0.47,59626,934.5,4,974,2385.63
221,2025-01-02,975,487,Home Office,2023-10-28,First Class,0.32,39656,1100.78,6,975,1209.76
443,2024-01-01,976,1468,Consumer,2025-07-14,Standard Class,0.31,12777,491.15,4,976,3480.3
497,2023-06-29,977,1159,Consumer,2023-11-05,First Class,0.32,27376,354.02,1,977,66.34
105,2024-03-30,978,627,Corporate,2024-08-03,Standard Class,0.19,73975,1026.64,6,978,460.87
495,2024-04-29,979,306,Consumer,2022-09-15,Standard Class,0.05,62892,-29.91,9,979,429.17
634,2025-03-27,980,49,Corporate,2023-07-26,First Class,0.36,26133,282.48,4,980,3625.28
532,2023-12-07,981,1547,Consumer,2023-04-11,First Class,0.06,77367,888.55,9,981,3439.14
338,2025-02-06,982,1085,Home Office,2025-02-16,Same Day,0.23,58749,494.72,4,982,592.82
153,2023-11-22,983,663,Home Office,2024-01-04,Standard Class,0.22,35603,65.96,6,983,3631.7
152,2022-09-04,984,1201,Corporate,2024-12-15,Standard Class,0.27,19236,-81.28,3,984,1041.2
180,2025-02-14,985,956,Home Office,2023-04-24,First Class,0.07,35293,1294.47,1,985,404.38
461,2025-02-11,986,529,Consumer,2022-09-30,Second Class,0.43,90722,305.29,9,986,2411.92
23,2025-04-16,987,1275,Consumer,2024-05-12,First Class,0.31,75881,577.94,9,987,1268.15
499,2023-12-15,988,1864,Corporate,2025-06-15,Second Class,0.3,01190,618.3,2,988,4778.04
580,2024-05-21,989,585,Consumer,2024-09-20,Second Class,0.05,62162,228.49,5,989,1396.32
515,2025-04-01,990,965,Corporate,2024-08-05,Standard Class,0.03,30149,-102.81,7,990,2575.69
739,2023-06-19,991,1208,Corporate,2024-08-25,Standard Class,0.27,63322,-232.19,4,991,1420.82
771,2024-08-31,992,840,Corporate,2024-01-26,First Class,0.5,75090,1561.11,5,992,4444.64
635,2022-09-18,993,1849,Consumer,2022-10-26,Standard Class,0.46,35968,797.66,5,993,1939.25
575,2023-04-02,994,688,Home Office,2023-01-06,First Class,0.36,92176,565.02,6,994,4779.61
307,2024-10-19,995,40,Home Office,2024-07-05,First Class,0.35,47285,1239.47,7,995,1737.89
172,2025-01-31,996,1573,Home Office,2025-03-08,First Class,0.39,56106,1478.94,8,996,4572.68
312,2023-01-24,997,910,Corporate,2023-11-15,Second Class,0.12,62325,1315.54,3,997,4030.48
526,2025-05-01,998,1343,Corporate,2022-09-03,Same Day,0.14,68052,1718.15,1,998,1224.66
607,2023-12-18,999,1887,Consumer,2024-08-30,Second Class,0.43,40721,325.01,5,999,3467.12
101,2025-06-23,1000,164,Consumer,2023-11-11,Standard Class,0.43,33273,981.91,5,1000,2566.22
215,2022-10-07,1001,490,Consumer,2025-01-24,Same Day,0.42,75229,917.79,5,1001,3795.55
379,2024-02-18,1002,1289,Consumer,2023-10-17,First Class,0.31,07626,-84.79,9,1002,2470.68
32,2022-12-26,1003,1134,Home Office,2023-11-25,First Class,0.38,54218,1386.89,9,1003,3641.39
286,2023-02-15,1004,6,Home Office,2022-11-12,First Class,0.05,55775,-158.86,9,1004,4709.18
729,2023-08-03,1005,113,Home Office,2025-08-16,Same Day,0.09,29231,611.9,6,1005,373.97
276,2023-11-24,1006,594,Consumer,2024-02-04,First Class,0.03,80257,1667.48,5,1006,4734.6
438,2023-03-08,1007,332,Corporate,2025-07-08,First Class,0.35,27123,1096.75,2,1007,2164.72
34,2024-11-11,1008,1232,Consumer,2022-12-13,First Class,0.28,54150,928.06,2,1008,1215.87
244,2022-09-18,1009,130,Consumer,2024-02-14,Standard Class,0.18,17627,-154.08,3,1009,4470.05
671,2024-01-16,1010,1609,Consumer,2023-09-11,Standard Class,0.14,80327,1552.62,6,1010,1015.46
333,2024-04-29,1011,1631,Home Office,2025-04-07,First Class,0.44,37068,1575.38,1,1011,64.78
691,2024-07-17,1012,1674,Corporate,2024-03-19,Same Day,0.05,05905,1898.38,4,1012,112.15
243,2024-09-16,1013,505,Consumer,2025-01-04,First Class,0.25,92176,-369.09,8,1013,950.75
351,2024-05-02,1014,411,Consumer,2024-09-07,Same Day,0.03,81501,794.97,5,1014,1615.4
191,2024-05-07,1015,1680,Consumer,2025-05-25,First Class,0.32,89597,1265.93,6,1015,4421.26
342,2023-12-19,1016,1478,Consumer,2025-08-07,First Class,0.29,63262,402.54,4,1016,1513.25
376,2024-07-08,1017,1285,Consumer,2024-08-17,Second Class,0.3,50172,-269.02,5,1017,2889.04
266,2024-01-26,1018,1539,Home Office,2022-11-05,Second Class,0.35,60063,1949.85,5,1018,2762.21
625,2023-10-26,1019,242,Home Office,2024-12-14,Same Day,0.46,34472,1997.19,4,1019,3747.63
344,2024-10-02,1020,1144,Consumer,2024-05-11,Second Class,0.24,34146,-191.75,3,1020,269.13
185,2022-09-22,1021,1854,Consumer,2023-03-31,Same Day,0.49,65452,1541.87,9,1021,4336.48
735,2022-08-27,1022,646,Consumer,2024-06-13,First Class,0.38,07174,1882.45,7,1022,2315.58
249,2024-11-20,1023,1499,Corporate,2023-05-21,Same Day,0.19,79211,1740.71,9,1023,4572.19
206,2025-01-17,1024,907,Corporate,2022-10-17,Same Day,0.47,11443,-9.34,1,1024,4858.13
459,2023-03-26,1025,297,Corporate,2024-06-19,Standard Class,0.4,60926,958.54,9,1025,4758.54
752,2023-11-24,1026,1411,Corporate,2025-01-29,Same Day,0.01,56842,1692.41,2,1026,4037.33
391,2025-06-14,1027,661,Home Office,2023-03-02,Standard Class,0.04,39310,1063.0,2,1027,661.63
578,2023-04-25,1028,428,Corporate,2024-12-08,Same Day,0.01,56106,501.22,9,1028,4387.2
287,2025-02-15,1029,400,Corporate,2024-12-03,Standard Class,0.46,08138,-237.57,2,1029,3500.49
140,2023-09-26,1030,1522,Corporate,2023-07-14,First Class,0.34,68309,-479.75,3,1030,4286.53
367,2023-07-20,1031,380,Corporate,2023-01-06,First Class,0.14,04229,1294.5,9,1031,4089.23
507,2024-06-06,1032,1266,Home Office,2022-09-17,First Class,0.12,78781,-157.23,1,1032,2419.07
286,2023-10-24,1033,972,Corporate,2025-04-22,First Class,0.07,78316,1291.45,2,1033,1976.77
436,2025-07-03,1034,1791,Home Office,2023-03-12,Second Class,0.09,42784,-119.52,8,1034,2517.34
182,2024-03-18,1035,1815,Consumer,2023-09-30,First Class,0.16,12560,602.08,5,1035,3600.8
457,2023-06-15,1036,1467,Consumer,2024-09-15,Same Day,0.46,58170,770.09,2,1036,4399.36
294,2023-08-14,1037,1302,Corporate,2024-07-03,First Class,0.23,63262,156.87,6,1037,3606.25
279,2025-02-09,1038,618,Consumer,2023-09-09,Standard Class,0.28,63170,1767.51,2,1038,2542.54
559,2025-04-09,1039,1782,Consumer,2025-05-02,Standard Class,0.44,13526,-177.64,6,1039,1292.57
535,2024-11-09,1040,1566,Corporate,2023-12-31,Second Class,0.1,24629,730.65,8,1040,933.07
249,2022-08-24,1041,957,Consumer,2023-06-23,First Class,0.19,34852,1716.19,4,1041,2002.74
205,2022-09-30,1042,323,Consumer,2025-04-26,Second Class,0.43,98966,1658.4,5,1042,1812.86
504,2024-10-10,1043,277,Consumer,2024-02-29,Second Class,0.3,81501,1568.15,4,1043,2873.69
748,2024-09-12,1044,1518,Consumer,2024-03-21,Standard Class,0.01,70333,1099.96,8,1044,465.74
506,2023-07-15,1045,1774,Home Office,2024-12-21,Second Class,0.35,80570,1433.96,1,1045,2901.02
525,2023-10-12,1046,81,Consumer,2023-04-03,Second Class,0.28,65602,-401.27,1,1046,909.45
382,2025-02-04,1047,752,Corporate,2025-01-30,Second Class,0.06,86977,325.88,4,1047,4532.08
549,2023-10-17,1048,1031,Corporate,2024-10-15,Standard Class,0.02,22619,858.32,8,1048,2286.47
355,2022-12-08,1049,1670,Home Office,2024-01-12,Second Class,0.06,78382,1611.49,1,1049,1707.56
434,2025-08-11,1050,283,Home Office,2024-01-21,Same Day,0.15,60128,-343.99,5,1050,255.93
435,2023-07-02,1051,143,Home Office,2024-12-05,Same Day,0.46,55639,228.52,4,1051,3483.19
519,2022-08-27,1052,1511,Consumer,2024-04-06,Same Day,0.34,33438,37.94,9,1052,484.32
103,2024-05-24,1053,950,Consumer,2024-12-06,Second Class,0.13,81558,1967.36,7,1053,1284.0
714,2024-06-03,1054,1243,Consumer,2024-01-17,Standard Class,0.01,16143,1592.09,3,1054,2325.13
381,2024-09-08,1055,85,Corporate,2024-03-20,First Class,0.26,46321,1346.16,2,1055,284.15
582,2025-03-15,1056,113,Home Office,2024-06-15,Second Class,0.32,73797,832.17,3,1056,101.08
654,2023-03-17,1057,789,Corporate,2022-12-21,Standard Class,0.5,79211,-158.78,8,1057,2150.81
289,2024-11-18,1058,1244,Consumer,2023-10-08,Same Day,0.4,86716,1669.66,5,1058,4802.17
248,2025-02-04,1059,1830,Consumer,2023-07-07,Standard Class,0.34,65768,-142.57,7,1059,1651.38
65,2022-12-20,1060,1092,Consumer,2023-02-18,Standard Class,0.04,51755,1973.52,4,1060,2332.58
360,2023-03-26,1061,656,Home Office,2022-11-15,First Class,0.44,10151,590.35,5,1061,3564.38
313,2023-08-11,1062,458,Corporate,2022-09-20,Second Class,0.47,28274,-329.95,8,1062,1735.72
718,2022-11-27,1063,1532,Home Office,2024-12-21,Second Class,0.37,13225,-44.52,3,1063,1746.43
582,2023-01-28,1064,1230,Consumer,2024-10-07,Same Day,0.44,45746,391.49,6,1064,984.1
464,2024-12-22,1065,1865,Home Office,2023-02-19,Standard Class,0.11,78823,1564.32,3,1065,2086.22
215,2023-01-28,1066,1800,Home Office,2024-01-18,Same Day,0.13,62413,1868.68,7,1066,1749.01
746,2025-05-30,1067,115,Corporate,2024-01-07,Same Day,0.02,71529,900.08,4,1067,4275.44
239,2024-03-17,1068,1844,Home Office,2024-05-27,Standard Class,0.2,41039,-359.26,3,1068,2201.28
376,2022-09-27,1069,271,Consumer,2023-08-21,Second Class,0.17,80853,1481.1,2,1069,1575.04
322,2023-02-21,1070,1496,Home Office,2024-01-24,First Class,0.29,75201,1734.61,5,1070,2783.39
532,2023-08-10,1071,1762,Corporate,2024-11-27,First Class,0.2,31362,364.43,9,1071,3017.26
237,2024-09-17,1072,1528,Consumer,2024-03-19,Second Class,0.39,86938,311.06,9,1072,687.84
421,2022-09-11,1073,751,Home Office,2023-05-08,Second Class,0.17,41529,131.63,1,1073,4355.11
360,2022-09-10,1074,632,Consumer,2025-04-16,Same Day,0.09,18884,840.62,1,1074,1622.02
72,2023-05-08,1075,1089,Home Office,2024-01-30,Standard Class,0.4,76197,-450.71,1,1075,2189.46
661,2024-03-27,1076,267,Consumer,2023-08-13,Second Class,0.39,04839,1756.48,8,1076,1938.1
699,2022-10-03,1077,812,Corporate,2023-03-10,Standard Class,0.34,62325,-171.05,2,1077,2187.31
3,2024-02-14,1078,656,Corporate,2022-10-13,Second Class,0.02,07142,-251.13,8,1078,1987.42
122,2022-11-20,1079,1053,Home Office,2023-06-04,First Class,0.46,75090,896.11,7,1079,1615.13
638,2024-05-03,1080,258,Consumer,2022-11-01,Same Day,0.02,32534,658.57,2,1080,1624.89
283,2024-11-14,1081,1297,Corporate,2023-12-27,Standard Class,0.36,57990,1529.06,3,1081,2704.18
325,2024-02-26,1082,450,Corporate,2024-03-20,Standard Class,0.03,02519,-287.74,4,1082,1982.48
446,2023-04-26,1083,765,Corporate,2022-12-14,Second Class,0.41,21247,880.96,6,1083,4970.48
424,2022-10-12,1084,960,Home Office,2024-01-02,Same Day,0.26,57650,384.43,5,1084,78.96
606,2023-03-11,1085,1224,Home Office,2023-09-13,Same Day,0.04,09455,-92.9,4,1085,3078.03
477,2024-11-13,1086,1809,Corporate,2025-05-10,Same Day,0.2,47026,943.48,4,1086,37.75
150,2025-08-13,1087,1582,Corporate,2023-08-22,Same Day,0.5,89984,-175.17,2,1087,77.08
97,2024-10-16,1088,370,Home Office,2024-02-08,Standard Class,0.37,70100,925.35,3,1088,4964.04
713,2023-04-11,1089,454,Corporate,2024-07-26,Standard Class,0.15,10280,1413.39,6,1089,3267.24
307,2023-05-18,1090,347,Consumer,2024-05-12,Second Class,0.45,97411,836.33,9,1090,2358.28
252,2023-02-24,1091,1801,Consumer,2024-08-06,Second Class,0.29,96165,-494.15,5,1091,557.5
158,2025-06-25,1092,885,Corporate,2025-07-16,Second Class,0.25,54664,795.4,1,1092,4201.21
601,2023-11-10,1093,1085,Corporate,2023-08-16,Same Day,0.17,12960,893.85,6,1093,1294.87
246,2025-04-12,1094,1237,Home Office,2023-07-21,Standard Class,0.04,73151,545.75,1,1094,3276.51
42,2022-10-28,1095,539,Corporate,2024-05-01,Same Day,0.04,30064,-126.31,8,1095,1940.59
362,2022-09-23,1096,464,Home Office,2024-02-07,Standard Class,0.15,81981,-1.31,1,1096,219.77
636,2024-08-10,1097,1586,Consumer,2024-07-01,Second Class,0.5,03303,1962.01,8,1097,4295.35
644,2025-05-03,1098,1750,Corporate,2024-05-10,First Class,0.47,21289,498.39,7,1098,4397.37
622,2024-05-14,1099,1198,Corporate,2023-02-05,Same Day,0.4,24672,-74.27,7,1099,4096.79
178,2025-04-13,1100,1334,Consumer,2023-11-08,Second Class,0.13,47846,417.9,2,1100,566.95
23,2023-04-15,1101,1397,Corporate,2025-03-22,Same Day,0.42,76990,58.36,4,1101,263.72
635,2023-05-03,1102,1308,Corporate,2023-08-06,Standard Class,0.41,97431,-161.48,7,1102,4001.93
752,2022-12-20,1103,44,Consumer,2023-08-08,First Class,0.26,54664,1406.41,4,1103,2147.73
267,2024-12-08,1104,962,Corporate,2025-07-01,Standard Class,0.09,07549,1438.07,1,1104,1030.61
14,2023-05-01,1105,995,Corporate,2023-05-04,Standard Class,0.21,17447,1996.38,3,1105,3808.68
641,2025-01-05,1106,360,Home Office,2024-03-31,Second Class,0.22,46237,1052.45,4,1106,229.83
749,2022-11-10,1107,1781,Corporate,2025-05-17,Standard Class,0.2,15141,1406.12,7,1107,507.49
458,2022-10-27,1108,1297,Consumer,2024-02-29,Same Day,0.48,61576,1478.56,7,1108,3263.34
471,2024-04-29,1109,180,Corporate,2023-11-16,First Class,0.05,06328,60.03,8,1109,1709.28
371,2025-05-09,1110,115,Consumer,2025-06-24,Second Class,0.16,26996,534.55,3,1110,686.72
452,2024-10-11,1111,684,Corporate,2024-06-02,Second Class,0.26,78750,-134.93,5,1111,3000.7
651,2024-07-13,1112,142,Consumer,2024-08-02,Same Day,0.47,13767,880.81,4,1112,4672.87
402,2023-03-25,1113,1532,Corporate,2023-02-28,Second Class,0.22,44108,433.09,9,1113,3147.38
527,2025-03-15,1114,637,Home Office,2024-11-08,Same Day,0.49,13645,1040.38,5,1114,4884.3
575,2023-07-15,1115,1301,Consumer,2024-02-09,Standard Class,0.18,77367,763.48,9,1115,4379.85
235,2025-04-03,1116,1822,Corporate,2022-09-13,Second Class,0.45,08867,1346.45,2,1116,2352.48
786,2022-12-03,1117,1886,Home Office,2023-02-12,Standard Class,0.41,62325,1310.97,2,1117,3202.46
412,2024-08-02,1118,294,Home Office,2025-05-02,First Class,0.09,82210,553.83,9,1118,3962.77
262,2024-08-11,1119,820,Corporate,2024-04-20,Standard Class,0.09,33915,769.8,3,1119,1101.87
334,2024-03-23,1120,1535,Consumer,2022-11-09,First Class,0.06,24719,879.14,3,1120,1532.83
671,2025-06-28,1121,1131,Corporate,2025-04-09,Same Day,0.41,75678,426.04,1,1121,747.67
217,2025-02-01,1122,1301,Corporate,2023-01-24,Standard Class,0.41,06642,-62.49,1,1122,4691.78
259,2025-05-29,1123,1653,Consumer,2024-04-26,Same Day,0.42,01376,1503.56,4,1123,528.18
605,2022-09-23,1124,919,Consumer,2024-08-07,Second Class,0.01,10524,1211.06,1,1124,2232.31
265,2022-11-07,1125,1323,Consumer,2023-10-06,First Class,0.15,87597,429.22,9,1125,4525.01
571,2025-04-17,1126,1260,Consumer,2024-05-27,Same Day,0.22,76426,1512.81,6,1126,3228.83
374,2022-10-07,1127,1877,Consumer,2023-09-18,First Class,0.12,62285,51.11,6,1127,3026.51
479,2025-08-13,1128,390,Consumer,2023-07-14,First Class,0.05,35968,45.11,3,1128,4511.0
585,2025-03-12,1129,1352,Home Office,2024-02-27,First Class,0.37,12960,924.71,1,1129,3832.42
190,2024-01-21,1130,46,Corporate,2023-02-04,Standard Class,0.03,66229,10.42,3,1130,2388.19
102,2022-09-12,1131,899,Corporate,2022-12-08,Standard Class,0.29,84790,1264.26,4,1131,247.76
117,2024-01-05,1132,799,Corporate,2024-08-16,Same Day,0.01,20108,721.3,2,1132,4693.77
44,2025-08-09,1133,376,Home Office,2022-09-29,Second Class,0.28,88528,1749.5,9,1133,3683.59
411,2024-05-05,1134,1061,Consumer,2022-12-05,Standard Class,0.25,83431,1398.35,6,1134,4858.24
528,2025-04-25,1135,1596,Home Office,2023-08-01,Standard Class,0.31,97488,1042.43,1,1135,4546.66
418,2022-08-27,1136,1238,Consumer,2023-05-12,Standard Class,0.27,80570,851.13,4,1136,2609.5
779,2022-12-04,1137,47,Corporate,2024-04-27,Standard Class,0.1,47846,-433.85,4,1137,712.74
634,2025-06-08,1138,1440,Home Office,2024-04-04,First Class,0.43,37402,135.16,9,1138,4434.72
269,2024-08-04,1139,247,Corporate,2022-12-06,Standard Class,0.08,89983,1634.3,6,1139,1706.04
214,2025-02-18,1140,1591,Home Office,2023-01-28,First Class,0.43,88459,1798.04,7,1140,2990.91
361,2024-10-16,1141,152,Corporate,2023-04-19,Same Day,0.46,83431,-349.81,8,1141,818.77
195,2024-03-16,1142,254,Consumer,2025-02-11,Same Day,0.4,33522,-330.43,9,1142,4955.22
293,2023-06-12,1143,374,Home Office,2024-05-04,Standard Class,0.49,68052,475.48,9,1143,583.89
717,2022-11-14,1144,452,Corporate,2024-01-29,Second Class,0.07,13552,349.11,8,1144,1518.33
84,2024-11-05,1145,1273,Corporate,2023-03-10,First Class,0.0,59724,105.2,5,1145,2454.07
429,2023-02-17,1146,1722,Corporate,2024-07-07,Standard Class,0.27,63170,299.41,8,1146,4340.78
361,2023-05-08,1147,587,Consumer,2025-01-20,Standard Class,0.37,22112,-319.65,8,1147,3574.96
133,2024-11-04,1148,693,Home Office,2024-07-28,Same Day,0.45,80998,365.06,6,1148,3125.56
360,2023-09-22,1149,138,Consumer,2024-03-18,Second Class,0.2,48906,1546.33,1,1149,1672.85
315,2024-02-24,1150,1024,Corporate,2024-11-29,First Class,0.1,07053,1989.0,6,1150,484.06
753,2023-08-23,1151,1892,Home Office,2024-08-24,First Class,0.07,52321,826.73,1,1151,265.27
339,2025-03-31,1152,128,Home Office,2023-02-03,First Class,0.07,64637,1836.64,5,1152,4571.03
401,2024-01-30,1153,739,Home Office,2025-05-22,Second Class,0.1,25836,-122.74,3,1153,4741.83
619,2025-05-21,1154,525,Home Office,2024-07-22,First Class,0.19,05079,487.55,2,1154,1068.23
55,2023-11-25,1155,1523,Corporate,2025-05-18,First Class,0.22,20081,1104.57,5,1155,1664.91
419,2023-11-26,1156,1380,Home Office,2022-12-01,Standard Class,0.28,87272,1504.92,7,1156,4450.35
750,2022-12-19,1157,1145,Consumer,2023-07-12,Second Class,0.09,13225,1864.73,9,1157,3405.24
293,2024-10-03,1158,111,Home Office,2025-07-04,First Class,0.12,22130,1186.11,9,1158,4716.54
675,2023-04-27,1159,478,Consumer,2025-06-29,Second Class,0.03,89120,1669.08,1,1159,4667.59
792,2023-04-20,1160,255,Consumer,2024-12-25,First Class,0.42,37014,1098.87,7,1160,894.67
63,2023-03-15,1161,1686,Corporate,2025-08-16,Same Day,0.22,32944,-44.73,4,1161,1008.45
336,2024-09-11,1162,675,Corporate,2024-09-19,Standard Class,0.33,59241,1508.62,3,1162,4312.18
338,2023-10-18,1163,1006,Corporate,2023-12-07,Same Day,0.12,19236,941.3,8,1163,3166.38
617,2024-01-12,1164,1539,Home Office,2024-09-20,Standard Class,0.25,29706,1033.7,7,1164,3271.72
361,2025-01-29,1165,1128,Consumer,2025-06-13,First Class,0.33,88896,74.58,2,1165,2482.65
112,2024-08-21,1166,410,Corporate,2024-01-31,First Class,0.16,25289,1156.96,6,1166,4602.94
512,2023-07-30,1167,437,Consumer,2023-09-04,Second Class,0.31,13645,1362.34,6,1167,1138.44
540,2023-05-18,1168,183,Home Office,2023-09-09,First Class,0.49,79026,1289.97,3,1168,4388.35
766,2024-11-11,1169,430,Corporate,2024-04-17,Second Class,0.31,72521,1576.68,4,1169,1865.07
369,2023-04-19,1170,1008,Consumer,2023-04-05,Second Class,0.29,56842,1424.4,6,1170,1809.59
57,2024-10-27,1171,44,Consumer,2025-06-12,Same Day,0.02,74173,1745.66,7,1171,2880.57
593,2023-05-23,1172,1143,Consumer,2024-11-29,Standard Class,0.02,97192,1066.75,9,1172,2587.13
337,2024-03-03,1173,1277,Home Office,2025-02-15,Second Class,0.42,02411,972.4,6,1173,4224.61
781,2024-12-21,1174,604,Corporate,2024-01-14,Standard Class,0.25,76990,1248.7,9,1174,2530.53
226,2023-02-25,1175,1307,Corporate,2024-04-30,Second Class,0.39,56846,1744.94,1,1175,3326.86
2,2023-08-03,1176,397,Home Office,2025-02-07,Same Day,0.42,94750,-143.67,3,1176,1422.78
663,2024-06-02,1177,624,Corporate,2022-11-11,First Class,0.49,77367,55.42,1,1177,1703.72
166,2023-11-04,1178,1013,Home Office,2024-06-30,First Class,0.39,51755,1069.01,9,1178,1937.59
525,2023-09-18,1179,335,Home Office,2025-04-26,Same Day,0.11,60063,1860.32,8,1179,4679.17
558,2022-10-22,1180,1661,Corporate,2024-06-20,Same Day,0.3,94955,410.55,9,1180,4667.51
167,2024-07-01,1181,919,Consumer,2025-02-03,First Class,0.32,50872,1080.71,2,1181,287.43
237,2022-09-06,1182,1636,Home Office,2024-03-08,First Class,0.28,33600,1814.98,8,1182,956.11
695,2023-07-25,1183,253,Corporate,2024-07-26,Second Class,0.17,76197,-325.3,4,1183,477.51
61,2025-03-27,1184,1513,Home Office,2023-04-10,First Class,0.3,52202,1812.7,1,1184,3701.64
589,2025-01-05,1185,828,Corporate,2025-03-26,Same Day,0.01,86853,1922.82,7,1185,2760.9
192,2025-04-13,1186,242,Consumer,2023-05-20,Standard Class,0.03,68471,84.67,7,1186,2210.14
718,2023-01-04,1187,1837,Corporate,2024-02-02,Same Day,0.15,22112,30.79,8,1187,2044.98
243,2024-04-29,1188,1521,Consumer,2023-11-18,Second Class,0.08,20513,1087.17,6,1188,2452.83
106,2023-05-01,1189,1852,Corporate,2023-11-15,First Class,0.1,23546,1222.58,2,1189,4186.76
630,2024-01-10,1190,181,Home Office,2023-10-31,First Class,0.32,12815,1795.37,4,1190,3657.18
563,2024-11-18,1191,951,Corporate,2023-12-03,Standard Class,0.46,97431,636.21,2,1191,842.31
389,2023-11-10,1192,941,Corporate,2025-05-13,Second Class,0.25,39025,168.13,9,1192,1087.26
500,2025-08-14,1193,1000,Consumer,2022-08-25,Second Class,0.05,54664,359.95,5,1193,283.56
524,2023-03-16,1194,162,Corporate,2024-10-30,Second Class,0.1,75229,303.11,6,1194,3349.51
82,2025-04-12,1195,1358,Corporate,2024-12-05,Standard Class,0.05,62325,1511.39,9,1195,1156.31
616,2023-04-14,1196,9,Home Office,2023-12-23,Same Day,0.33,82224,1014.52,7,1196,87.88
501,2025-01-01,1197,1454,Corporate,2024-11-11,Standard Class,0.33,31352,877.32,2,1197,4403.71
723,2023-07-24,1198,793,Home Office,2024-10-08,First Class,0.28,77678,828.98,6,1198,1010.56
292,2024-09-24,1199,1523,Corporate,2022-09-15,Standard Class,0.27,62086,-416.23,2,1199,3102.7
373,2024-01-09,1200,832,Consumer,2024-04-17,First Class,0.28,98921,1425.74,9,1200,3770.45
689,2025-07-27,1201,1053,Home Office,2024-01-24,First Class,0.28,16604,1335.78,7,1201,3790.92
687,2023-03-16,1202,94,Corporate,2023-04-27,First Class,0.43,64637,-344.04,2,1202,2748.17
485,2024-11-09,1203,1089,Corporate,2025-04-09,First Class,0.09,31352,383.94,3,1203,2697.47
31,2023-07-12,1204,1584,Home Office,2024-07-30,Standard Class,0.32,54269,1373.49,7,1204,3048.37
495,2023-10-16,1205,806,Corporate,2025-05-18,Second Class,0.35,62318,-462.47,7,1205,4251.09
196,2024-05-15,1206,176,Home Office,2024-06-02,Same Day,0.3,10804,-376.96,6,1206,1923.96
658,2025-04-05,1207,1789,Home Office,2023-11-29,First Class,0.13,65741,339.61,6,1207,3061.7
121,2022-12-01,1208,1405,Home Office,2023-02-02,First Class,0.1,98966,369.43,5,1208,2181.6
395,2023-11-02,1209,1443,Home Office,2024-11-11,Second Class,0.0,47178,363.98,6,1209,26.61
